protocol,users,cores,mem_mb,conns,target_down_mbps,down_mbps,up_mbps,cpu_pct,rss_avg_mb,rss_peak_mb,rss_anon_mb,cg_peak_mb,heap_inuse_mb,go_sys_mb,goroutines,ttfb_p50_ms,ttfb_p99_ms,dial_err,io_err,oom_kills,loadgen_cpus
shadowsocks,10000,1,512,500,131.1,131.3,16.3,42,144,146,87,98,52.8,100.1,3035,2.6,61.9,0,0,0,1-3
shadowsocks,10000,1,512,2000,524.3,226.9,64.0,98,320,530,252,484,271.7,488.4,8108,3975.7,10310.1,0,8512,0,1-3
shadowsocks,10000,2,2048,500,131.1,131.3,16.3,49,144,150,88,103,52.9,108.4,3031,1.9,25.3,0,0,0,2-3
shadowsocks,10000,2,2048,2000,524.3,466.3,65.1,180,371,492,273,467,188.8,459.5,12059,183.3,6754.9,0,971,0,2-3
